FID,My_FID5,Placename,Alt_names,ModernName,Confidence,Notes,Type,FID_Relate,Relation,My_FID5,Type2,FID_Relat2,References,Type_URL,Time_span,X,Y
301,548,Tecolapa, ,Rio Tecolapan,1, ,River,90,Near,548, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=960,https://en.wikipedia.org/wiki/16th_century,-95.400098,18.587811
1,549,Tecolutla, ,Tecolutla,1, ,Harbor,0, ,549, ,0,Acuña 1985;Atlas 2010,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=485,https://en.wikipedia.org/wiki/16th_century,-97.008333,20.477222
230,550,Tecomahuacan, ,Tecomavaca,1, , ,0, ,550, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.02361111,17.95555556
157,552,Tecpatlan, ,Tepatlan,1, , ,0, ,552, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.79583333,20.0925
322,554,Fuente de Tecutliapa, ,Balneario La Candelaria,2, ,Source,188,Within,554, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=48,https://en.wikipedia.org/wiki/16th_century,-98.173942,18.751195
140,555,Tehuacan, ,Tehuacan,1, , ,0, ,555, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.39194444,18.46111111
324,556,Santa Maria Magdalena de Huehuetlan, ,La Magdalena Tlatlauquitepec,2, ,Sujeto,188,Depends on,556, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-98.10055556,18.75861111
96,558,Tehuitzingo, ,Tehuitzingo,1, ,Estancia,6,Depends on,558, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-98.27555556,18.33027778
400,559,Santa Margarita de Tepeaca,Santa Margarita,Santa Margarita,2, ,Estancia,608,Depends on,559, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.629444,19.182222
328,561,Santa Marta de Huehuetlan, ,Santa Martha Yancuitlalpan,2, ,Sujeto,188,Depends on,561, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-98.092126,18.776154
22,562,Minas de Temazcaltepec, ,Real de Arriba,1, ,Mining Camp,0, ,562, ,0,Acuña 1985;Google Maps;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=685,https://en.wikipedia.org/wiki/16th_century,-100.0044688,19.04004243
187,563,Santa Úrsula de Tepeaca,Santa Ursula;Santa Úrsula,Santa Ursula (Chiconquiac),1, ,Sujeto,608,Depends on,563, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.675,19.01333333
310,564,Tenanco,Tenango,San Sebastian Tenango,1, ,Estancia,763,Depends on,564, ,0,Acuña 1985;Atlas 2010, ,https://en.wikipedia.org/wiki/16th_century,-98.174167,18.660278
460,566,Santiago de Zacatlan, ,Santiago Tlaxco,2, ,Sujeto,759,Depends on,566, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.96,20.059444
337,570,Santiago de Tecamachalco,Santiago,Santiago Alseseca,2, ,Sujeto,528,Depends on,570, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.701667,18.846111
382,571,Santiago de Quecholac,Santiago,Santiago Tenango,2, ,Sujeto,363,Depends on,571, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.643333,19.003611
80,573,Tenanpulco, ,Tenampulco,1, , ,0, ,573, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.40694444,20.17027778
466,574,Sierra Tenextepec,Tenextepec,Huayloma,1, ,Mountain Range,85,Near,574, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,https://en.wikipedia.org/wiki/16th_century,-97.73412,19.80215
56,575,Tenochtitlan,Ciudad de México;México,Museo del Templo Mayor,1, , ,0, ,575, ,0,Acuña 1985;Google Maps;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-99.1313711,19.43492025
67,576,Teopantlan, ,Teopantlan,1, , ,0, ,576, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.26111111,18.71388889
43,579,Teotenango, ,Teotenango,1, , ,0, ,579, ,0,Acuña 1985;Google Maps;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-99.59170416,19.1028426
353,580,Santo Antonio de Tecamachalco,Santo Antonio,San Antonio,2, ,Sujeto,528,Depends on,580, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.669167,18.922778
318,587,Santo Tomas de Quauhtlatlauca, ,Santo Tomas Atlixilihuian,2, ,Sujeto,472,Depends on,587, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.995833,18.713056
342,589,Santo Tomas de Tecamachalco,Santo Tomas;Santo Tomas de Tepeaca,Santo Tomas Hueyotlipan,2, ,Sujeto,528,Depends on,589,Estancia,608,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.866389,18.891944
267,592,Tepetitlanapa, ,Tlacotitlanapa,2, ,Estancia,244,Depends on,592, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-99.348056,17.422222
295,593,Lagunas de la Sierra,Laguna de la Sierra,Lago de Catemaco,1, ,Lake,667,Near,593, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=596,https://en.wikipedia.org/wiki/16th_century,-95.071456,18.404764
18,594,Tepetlan,Tepecelan;San Antonio Tepetlan,Tepetlan,1, ,Cabecera,28,Depends on,594, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-96.79611111,19.67333333
446,597,San Sierra de la Estrella,Citlaltepec,Citlaltepetl,1, ,Mountain Range,619,Near,597, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,https://en.wikipedia.org/wiki/16th_century,-97.78293,19.8849
228,598,Tepetzaqualco, , ,2, , ,0, ,598, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.437007,18.11297
114,599,Tepexi,Tepexic;Tepexic de la Seda,Tepexi de Rodríguez,1, , ,0, ,599, ,0,Acuña 1985;Atlas 2010,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.926111,18.580833
82,603,Tlacululan,Tlaculula;Huey Calli,Tlacolulan (El Viejo),1, ,Cabecera,28,Depends on,603, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.02722222,19.65722222
415,604,Laguna de Tlachac, ,Laguna de San Luis Atexcac,2, ,Lake,608,Near,604, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=596,https://en.wikipedia.org/wiki/16th_century,-97.45062,19.33416
272,605,San Lucas Tepexocotlan, ,Tepechicotlan,1, ,Estancia,244,Depends on,605, ,0,Acuña 1985;, ,https://en.wikipedia.org/wiki/16th_century,-99.414722,17.483611
277,606,Tlachinolan,Tlapan-Tlachinollan,Tlapa de Comonfort,1, ,Pueblo,260,Near,606, ,0,Acuña 1985;Gutierrez Mendoza 2010,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.578611,17.543333
282,607,Tlaisquac, ,Tlaixcuac,1, ,Estancia,260,Depends on,607, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-99.283333,17.793333
105,608,Tepeyacac,Tepeaca;Segura de la Frontera,Tepeaca,1, ,Cabecera,0, ,608, ,0,Acuña 1985;INEGI: MEX_topoloc, ,https://en.wikipedia.org/wiki/16th_century,-97.90341921,18.96581899
88,610,Tlalcozaotitlan, ,Tlalcozotitlán,1, , ,0, ,610, ,0,Acuña 1985;Atlas 2010,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-99.129722,17.885833
54,611,Tlaliscoya, ,Tlalixcoyan,1, , ,0, ,611, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.06027778,18.80138889
273,613,Tlalixtlahuacan, ,Tlalixtlahuacan,1, ,Estancia,260,Depends on,613, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-99.11944,17.48556
414,614,Santo Tomas Tequanapan,Tequanapan;Santo Tomas,Tecuanapa,1, ,Estancia,224,Depends on,614, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.12068,19.32747
194,615,Tlalocan, , ,2, ,Hill,0, ,615, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=710,https://en.wikipedia.org/wiki/16th_century,-98.16851894,18.7465955
180,616,Tequantitlan,Tequahutitlan,Tecuautitlan,1, ,Estancia,332,Depends on,616, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-98.31166667,18.15361111
463,617,Tlaloctepetl, , ,2, ,Hill,696,Near,617, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=710,https://en.wikipedia.org/wiki/16th_century,-97.5962,20.06511
200,618,Tlalotepec, , ,2, ,Mountain Range,0, ,618, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,https://en.wikipedia.org/wiki/16th_century,-97.70501618,20.01382424
83,619,Tetela, ,Tetela De Ocampo,1, ,Cabecera,725,Depends on,619, ,0,Acuña 1985;INEGI: MEX_topoloc, ,https://en.wikipedia.org/wiki/16th_century,-97.80648438,19.81705053
417,620,San Francisco Tlalquaquixco,Tlalcuicuilco;Tlalquaquixco;San Francisco;San Francisco de Xicochimalco,San Francisco,2, ,Estancia,224,Depends on,620, ,710,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.147778,19.390278
266,622,Tlapacholapa, ,Tlapacholapa,1, ,Estancia,244,Depends on,622, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-99.319722,17.415
403,623,Tetetlan, ,Tetetla,2,Glosa de la pintura de Veracruz,Pueblo,0, ,623, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.93921,19.214
193,627,Tetlilucan, , ,2, ,Hill,0, ,627, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=710,https://en.wikipedia.org/wiki/16th_century,-98.1665773,18.74385436
300,628,Tlapazola,Tapazula, ,2,Dissapeared,Estancia,667,Depends on,628, ,0,Acuña 1985;Garcia de Leon 2011, ,https://en.wikipedia.org/wiki/16th_century,-95.69737,18.58272
235,631,Sierra Tlaquetzaltepec,Tlaquetzaltepec, ,2, ,Mountain Range,0, ,631, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,https://en.wikipedia.org/wiki/16th_century,-97.58958309,20.02889112
47,632,Teuixhuacan, ,Texhuacan,1, , ,0, ,632, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.04055556,18.62138889
9,635,Tlatatilan, ,Tatatila,1, ,Sujeto,603,Depends on,635, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.11138889,19.69361111
122,637,Teunancintla,Teunancintlan,Nanzintla,1, ,Estancia,260,Depends on,637, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-99.09805556,17.33416667
38,638,Teutitlan, ,Teotitlan Del Camino,1, , ,0, ,638, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.07222222,18.1325
224,639,Tlatlatilco, , ,1, , ,0, ,639, ,0,Acuña 1985;ProspeccionesVeracruz,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.84468117,19.06809416
138,640,Tlatlauhquitepec,Tlatlacotepeque,Tlatlauquitepec,1, , ,0, ,640, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.495,19.85083333
221,642,Tlatletlan,Tlatetlan,Tatetla,1,Glosa de la pintura de Veracruz,Pueblo,0, ,642, ,0,Acuña 1985;Gerhard 1972;Google Maps;Google Earth,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.712658,19.273775
110,643,Texalocan,Texalucan,San Lucas Tejaluca,1, , ,0, ,643, ,0,Acuña 1985;Atlas 2010,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.246944,18.637222
70,644,Tlaxcala, ,Tlaxcala,1, , ,0, ,644, ,0,Acuña 1985;Google Maps;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.23772243,19.31748594
232,647,Sierras de Tlaxcala,Matlalcueitl, ,1, ,Mountain Range,0, ,647, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,https://en.wikipedia.org/wiki/16th_century,-98.03254026,19.23178111
280,648,Texaltzingo, ,Texalcingo,1, ,Estancia,655,Depends on,648, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-99.381944,17.616667
442,649,Texuc, , ,2,Dissapeared. Glosa de la pintura de Veracruz,Pueblo,0, ,649, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.65363,19.81449
16,651,Tezcuco, ,Texcoco De Mora,1, , ,0, ,651, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.88194444,19.50555556
392,652,San Miguel Tianquiznahuac, ,San Miguel Tianguisnahuac,1, ,Barrio,195,Depends on,652, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-98.303822,19.061036
288,653,Santiago Tilapan, ,San Jose Tilapa,1, ,Estancia,774,Depends on,653, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.10137,18.16361
90,655,Tistla, ,Tixtla,1, ,Cabecera,0, ,655, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-99.39861111,17.56555556
435,656,Tizapantzingo,Tizapantzinco, ,2,Dissapeared. Glosa de la pintura de Veracruz,Pueblo,0, ,656, ,0,Acuña 1985;Garcia 2005,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.875193,19.687606
207,657,Tlaytleque, , ,2, ,Barrio,608,Depends on,657, ,0,Acuña 1985;Allocated by research, ,https://en.wikipedia.org/wiki/16th_century,-97.90967565,18.95862428
438,660,Tlemaiconoc, , ,1, ,Mountain Range,85,Near,660, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,https://en.wikipedia.org/wiki/16th_century,-97.76603,19.78183
305,661,Tlacintla, , ,2,Dissapeared,Estancia,667,Depends on,661, ,0,Acuña 1985;Garcia de Leon. 2011, ,https://en.wikipedia.org/wiki/16th_century,-95.54181,18.62993
268,663,San Pedro Tlacontintlanapan, ,Tlacotitlanapa,1, ,Estancia,244,Depends on,663, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-99.34795,17.42289
115,665,Tlacotepec, ,Tlacotepec,1, , ,0, ,665, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.8375,19.18722222
146,667,Tlacotlalpa,Tlacotalpa,Tlacotalpan,1, ,Cabeza,0, ,667,Alcaldia Mayor,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-95.65638889,18.61194444
135,669,Tonala, ,Tonalá,1, , ,0, ,669, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.9625,17.675
195,670,Santiago Tonalapan,Santiago Tonalapa,Tonalapa,1, ,Sujeto,619,Depends on,670, ,0,Acuña 1985;Atlas 2010, ,https://en.wikipedia.org/wiki/16th_century,-97.879722,19.813333
102,671,San Mateo Tlacuchcalco,Tlacuchcalco,Tlacoxcalco,1, ,Estancia,774,Depends on,671, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.32805556,18.28555555
108,672,Tonatico,Matlactonatico;Tzotzocolco,Zozocolco,1, ,Cabecera,0, ,672, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.57388889,20.14055555
454,673,Topocelan,Tepecelan, ,2,Glosa de la pintura de Veracruz, ,0, ,673, ,0,Acuña 1985;Cline 1959,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.916882,19.969494
254,674,Río de la Torre, , ,2, ,River,248,Near,674, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=960,https://en.wikipedia.org/wiki/16th_century,-96.88099709,20.14047627
181,676,Isla Verde, ,Isla Verde,1, ,Island,0, ,676, ,0,Acuña 1985;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=575,https://en.wikipedia.org/wiki/16th_century,-96.06687058,19.19954606
85,677,Totomihuacan, ,Totimehuacan,1, , ,0, ,677, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.18555556,18.96833333
406,678,Rio de Vergara, ,Rio Medio,2, ,River,741,Near,678, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=960,https://en.wikipedia.org/wiki/16th_century,-96.201234,19.256728
430,680,Venta de las Vigas,Venta a las Vigas,Las Vigas de Ramirez,1,Glosa de la pintura de Xalapa,Inn,0, ,680, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=143,https://en.wikipedia.org/wiki/16th_century,-97.09861111,19.635
380,681,Tuchco, , ,2,Dissapeared. Glosa de la pintura de Veracruz,Pueblo,0, ,681, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.71227,18.99826
31,683,Tuchtepec, ,Tuxtepec,1, , ,0, ,683, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.12388889,18.08611111
155,684,Tuchtlan, ,Tuxtla,1, ,Sujeto,281,Depends on,684, ,0,Acuña 1985;Google Maps;Google Earth;unikloc10gw, ,https://en.wikipedia.org/wiki/16th_century,-97.654633,20.000914
205,687,Tuchzonco, ,Tozongo,1, , ,0, ,687, ,0,Acuña 1985;Atlas 2010,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.060833,19.100833
34,688,Tulan,Tullan,Tula,1, , ,0, ,688, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-99.34166667,20.05416667
204,691,Tulantzingo,Tullantzingo,Tulancingo,1, , ,0, ,691, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.36861111,20.08138889
149,692,Xalatzingo, ,Jalacingo,1, , ,0, ,692, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.30833333,19.80416667
156,694,Tututla,San Juan Tututla;San Juan Bautista Tututla,Totutla,1, ,Sujeto,619,Depends on,694, ,0,Acuña 1985;Google Maps;Google Earth;unikloc10gw, ,https://en.wikipedia.org/wiki/16th_century,-97.720725,19.922731
61,695,Xalcomulco,La Rinconada;Xamlo'uco,Jalcomulco,1, ,Cabecera,28,Depends on,695, ,0,Acuña 1985;INEGI: MEX_topoloc, ,https://en.wikipedia.org/wiki/16th_century,-96.76202488,19.33347945
29,696,San Martín Tuzamapan,San Martín Tuzamapa,Tuzamapan,1, ,Sujeto,725,Depends on,696, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.57527778,20.065
37,699,Tuzapan, ,Tuzapan,1, , ,0, ,699, ,0,Acuña 1985;NGA_GNS,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.714662,20.470779
137,700,Tuzatlan, ,Tuzantlan,1, ,Estancia,332,Depends on,700, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-98.32388889,18.36388889
425,701,Venta de Xallatenco, ,Xallitic,1,Glosa de la pintura de Xalapa,Inn,0, ,701, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=143,https://en.wikipedia.org/wiki/16th_century,-96.86171,19.51454
192,705,Tuztlantepeque, , ,1, ,Mountain Range,0, ,705, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,https://en.wikipedia.org/wiki/16th_century,-95.20042027,18.56029592
367,706,Xacuro,Jarruco, ,2,Dissapeared. Related to Tlacotlalpa,Harbor,0, ,706, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=485,https://en.wikipedia.org/wiki/16th_century,-95.96504,18.95941
55,707,Xayacatlan, ,Xayacatlan,1, ,Estancia,6,Depends on,707, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.91555556,18.22166667
40,710,Xicochimalco, ,Xico,1, ,Cabecera,28,Depends on,710, ,0,Acuña 1985;INEGI: MEX_topoloc, ,https://en.wikipedia.org/wiki/16th_century,-97.00999687,19.42412406
274,711,Tzacatzonapan, ,Zacatzonapa,1, ,Estancia,244,Depends on,711, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-99.342426,17.50042
437,714,Santiago Tzacotlan, ,Santiago Zautla,1, ,Pueblo,625, ,714, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.6745,19.714247
134,715,Xilotepec, ,Jilotepec,1, ,Cabecera,28,Depends on,715, ,0,Acuña 1985;INEGI: MEX_topoloc, ,https://en.wikipedia.org/wiki/16th_century,-96.95153637,19.61217923
211,719,Xiuhcoatepequec,Sierra Xiuhcoatepequec, ,2, ,Mountain Range,725,Near,719, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,https://en.wikipedia.org/wiki/16th_century,-97.57725286,20.01536131
296,720,San Andres Tzaqualco, ,San Andres Tuxtla,1, ,Estancia,90,Depends on,720, ,0,Acuña 1985;GeoNames_MX;Garcia de Leon 2011, ,https://en.wikipedia.org/wiki/16th_century,-95.21277,18.448694
201,721,Xixiquila, ,Chichiquila,1, , ,0, ,721, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.06638889,19.19916667
320,722,Xococuilla,Sotogüila,Tequila,2,Glosa de la pintura de Veracruz, ,0, ,722, ,0,Acuña 1985;Cline 1959,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.07027778,18.72944444
72,725,Xonotla, ,Jonotla,1, ,Cabecera,0, ,725, ,0,Acuña 1985;INEGI: MEX_topoloc, ,https://en.wikipedia.org/wiki/16th_century,-97.57535052,20.03112634
210,729,Cerro Xulocotepec,Xulocotepec, ,2, ,Hill,725,Near,729, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=710,https://en.wikipedia.org/wiki/16th_century,-97.58605686,20.03296933
426,731,Xuxuixtepexic, , ,2,Dissapeared. Glosa de la pintura de Veracruz,Pueblo,0, ,731, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.46641,19.54686
427,736,Yacapichco, , ,2,Dissapeared. Glosa de la pintura de Veracruz,Pueblo,0, ,736, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.73263,19.591178
401,738,Ventas de Ramirez, ,Aduana Maritima in the Puerto de Veracruz,1,Related to Tlacotlalpa,Bodega,0, ,738, ,0,Acuña 1985;Garcia de Leon 2011,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=143,https://en.wikipedia.org/wiki/16th_century,-96.137389,19.202267
63,739,Yacapizatlan, ,Petaquillas,1, ,Estancia,655,Depends on,739, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-99.45555556,17.48555556
66,741,Veracruz,Villa Rica de la Vera Cruz,Palacio Municipal de Veracruz,1, , ,0, ,741, ,0,Acuña 1985;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.138136,19.20048293
