FID,My_FID7,Placename,Alt_names,ModernName,Confidence,Notes,Type,FID_Relate,Relation,My_FID7,FID_Relat2,Type2,End_Date,References,Type_URL,X,Y,Time_span
303,386,San Sebastián Chiapan, , ,2,Dissapeared. Located 1/4 of a league to the north from the cabecera.,Estancia,559,Depends on,386,0, ,01/01/1590 00:00:00,Acuña 1986;Gerhard 1972, ,-99.643776,18.555364,https://en.wikipedia.org/wiki/16th_century
213,388,San Sebastián Mexcaltepeque, ,Mexcaltepec,1, ,Estancia,446,Depends on,388,0, ,,Acuña 1986;Vazquez 1965: 27, ,-99.545278,18.41889,https://en.wikipedia.org/wiki/16th_century
144,389,San Sebastián Petlacalapan,San Sebastián Petlacalpan,Petlacalapa,1, ,Estancia,482,Depends on,389,0, ,,Acuña 1986;Toponimos50k, ,-99.66933362,18.459285,https://en.wikipedia.org/wiki/16th_century
297,390,San Sebastián Tenantzingo, ,San Sebastián,2, ,Estancia,3,Depends on,390,0, ,,Acuña 1986;GeoNames_MX, ,-99.58007,18.51527,https://en.wikipedia.org/wiki/16th_century
171,392,San Sebastián Tlalasco, ,San Sebastián,1, ,Sujeto,478,Depends on,392,0, ,,Acuña 1986;GeoNames_Mx, ,-99.17222,19.92667,https://en.wikipedia.org/wiki/16th_century
230,395,Santa Lucía Tepuzchiuhcan, ,Rancho Santa Lucía,2,Location established according to the text of the RG's,Estancia,209,Depends on,395,0, ,,Acuña 1986;GeoNames_MX, ,-99.742127,18.724941,https://en.wikipedia.org/wiki/16th_century
337,397,Santa María Aqualachucan, ,Santa María Cuevas,1, ,Estancia,544,Depends on,397,0, ,30/12/1899 00:00:00,Acuña 1986;GeoNames_MX, ,-99.09875,19.86611,https://en.wikipedia.org/wiki/16th_century
221,401,Santa María Chapulicxitla, ,Chapulistlan,2, ,Estancia,3,Depends on,401,0, ,,Acuña 1986;Vazquez 1965: 27, ,-99.47265,18.56388,https://en.wikipedia.org/wiki/16th_century
226,402,Santa María Chimaltitlan, ,Chimaltitlán,1, ,Estancia,480,Depends on,402,0, ,,Acuña 1986;GeoNames_MX, ,-99.61125,18.67076,https://en.wikipedia.org/wiki/16th_century
135,404,Santa María Maquixco, ,Maquixco,1, ,Sujeto,472,Depends on,404,0, ,,Acuña 1986;GeoNames_MX, ,-98.88912,19.68533,https://en.wikipedia.org/wiki/16th_century
326,405,Santa María Suchitepec, , ,1,Dissapeared,Sujeto,472,Depends on,405,0, ,,Acuña 1986;Sanders and Evans 2001: 895, ,-98.88418,19.79028,https://en.wikipedia.org/wiki/16th_century
162,408,Santa María Tzaquala, ,Ejidos de Cuanalán,1, ,Sujeto,9,Depends on,408,0, ,,Acuña 1986;Atlas 2010, ,-98.918056,19.6275,https://en.wikipedia.org/wiki/16th_century
118,409,Santiago Atla, ,Atlatongo,1, ,Sujeto,9,Depends on,409,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800, ,-98.90305556,19.66583333,https://en.wikipedia.org/wiki/16th_century
141,410,Santiago Cacahuamilpan,Santiago Cacahuamillpan,Cacahuamilpa,1, ,Estancia,77,Depends on,410,0, ,,Acuña 1986;Google Maps;Google Earth;unikloc10gw, ,-99.507391,18.684235,https://en.wikipedia.org/wiki/16th_century
184,411,Santiago Cicinahuacan, ,Atzitzihuacan,1, , ,0, ,411,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.58138889,18.82277778,https://en.wikipedia.org/wiki/16th_century
160,414,Santiago Nopaltepec,Santiago Nopaltepeque,Nopaltepec,1, ,Sujeto,9,Depends on,414,0, ,,Acuña 1986;Atlas 2010, ,-98.709444,19.778611,https://en.wikipedia.org/wiki/16th_century
307,415,Santiago Popoyomatla, , ,2,Dissapeared. The Relación explains it is no longer than 1 legua far from the cabecera. According to García Pimentel it is half a league to the south from the cabecera.,Estancia,11,Depends on,415,0, ,,Acuña 1986;Vazquez 1965: 34, ,-99.543287,18.583633,https://en.wikipedia.org/wiki/16th_century
222,416,Santiago Quauhtocayan,Santiago,Santiago,2, ,Estancia,559,Depends on,416,0, ,01/01/1590 00:00:00,Acuña 1986;Gerhard 1972;Vazquez 1965: 30, ,-99.637891,18.632343,https://en.wikipedia.org/wiki/16th_century
143,417,Santiago Temazcalapan, ,Temaxcalapa,1, ,Estancia,482,Depends on,417,0, ,,Acuña 1986;Atlas 2010, ,-99.687778,18.427222,https://en.wikipedia.org/wiki/16th_century
300,418,Santiago Texalpan, , ,2,Dissapeared. Located 3/4 of a league to the east of the cabecera.,Estancia,559,Depends on,418,0, ,01/01/1590 00:00:00,Acuña 1986;Gerhard 1972, ,-99.613532,18.546159,https://en.wikipedia.org/wiki/16th_century
231,420,Santiago Tlahuitlipan, ,Santiago,2,Location established according to the text of the RG's,Estancia,209,Depends on,420,0, ,,Acuña 1986;GeoNames_MX, ,-99.7762,18.726147,https://en.wikipedia.org/wiki/16th_century
302,421,Santiago Tlamalinala, , ,2,Located half league to the south of the cabecera. Dissapeared,Estancia,3,Depends on,421,0, ,,Acuña 1986;Vazquez 1965: 28, ,-99.56331,18.54768,https://en.wikipedia.org/wiki/16th_century
71,422,Santiago Tochimillco,Tuchimilco;Tochimilco,Santiago Tochimizolco,1, ,Sujeto,197,Depends on,422,0, ,,Acuña 1986;GeoNames_MX, ,-98.61056,18.8675,https://en.wikipedia.org/wiki/16th_century
74,423,Santiago Tolman, ,Tolman,1, ,Sujeto,327,Depends on,423,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800, ,-98.78861111,19.72777778,https://en.wikipedia.org/wiki/16th_century
294,424,Santiago Tuzpatlan, , ,2,Located half a league to the south. Dissapeared,Estancia,32,Depends on,424,0, ,,Acuña 1986;Vazquez 1965: 28, ,-99.659121,18.494977,https://en.wikipedia.org/wiki/16th_century
132,425,Santiago Tzaqualucan, ,Zacualuca,1, ,Sujeto,472,Depends on,425,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800, ,-98.92888889,19.69972222,https://en.wikipedia.org/wiki/16th_century
224,426,Santiago Tzontecoma Ixtlahuacan,Santiago Tzontecomaixtlahuacan,Ixtlahuaca,1, ,Estancia,480,Depends on,426,0, ,,Acuña 1986;GeoNames_MX, ,-99.79893,18.65018,https://en.wikipedia.org/wiki/16th_century
182,428,Santo Antonio Ecautla, ,Santo Antonio Cautla,1, , ,0, ,428,0, ,,Acuña 1986;Atlas 2010,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.553056,18.805,https://en.wikipedia.org/wiki/16th_century
200,432,Sierra Cachipuato,Cachipuato, ,1, ,Mountain Range,0, ,432,0, ,,Acuña 1986;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,-100.5467551,19.21306402,https://en.wikipedia.org/wiki/16th_century
206,433,Sierra de Guadalupe, , ,1, ,Mountain Range,0, ,433,0, ,,Acuña 1986;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,-99.11539303,19.59194515,https://en.wikipedia.org/wiki/16th_century
13,435,Sierra Nevada de Toluca,Chicnagüitecatl;Sierra Nevada,Nevado de Toluca,1, ,Mountain Range,0, ,435,0, ,,Acuña 1986;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,-99.76671266,19.10200606,https://en.wikipedia.org/wiki/16th_century
107,438,Suchicoatlan,Suchiquautla;Suchicoallan,Xochicoatlán,1, , ,0, ,438,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.67805556,20.77638889,https://en.wikipedia.org/wiki/16th_century
240,441,Maxtlecan,Maxtleca,Maxtleca de Galeana,1, ,Sujeto,483,Depends on,441,0, ,,Acuña 1986;GeoNames_MX, ,-99.555818,19.027224,https://en.wikipedia.org/wiki/16th_century
250,442,Nativitas, ,Santa María Nativitas,1, ,Sujeto,483,Depends on,442,0, ,,Acuña 1986;GeoNames_MX, ,-99.629547,19.212636,https://en.wikipedia.org/wiki/16th_century
289,443,Ixquipayaque,Ixquipayaq,San Cristobal Nexquipayac,2, ,Sujeto,491,Depends on,443,0, ,,Acuña 1986;Espinosa 1996;Tolstoy 1958, ,-98.931312,19.579972,https://en.wikipedia.org/wiki/16th_century
66,446,Taxco,Tlachco,Taxco El Viejo,1, ,Cabecera,0, ,446,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800, ,-99.58444444,18.485,https://en.wikipedia.org/wiki/16th_century
0,447,Minas de Tasco,Tlachco;Tasco,Taxco,1, ,Mining Camp,0, ,447,0, ,,Acuña 1986;Google Maps;Google Earth;unikloc10gw,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=685,-99.600478,18.559217,https://en.wikipedia.org/wiki/16th_century
8,449,Tasmalaca, ,Tlaxmalac,1, , ,0, ,449,0, ,,Acuña 1986;INEGI: MEX_topoloc,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.41546227,18.36075489,https://en.wikipedia.org/wiki/16th_century
243,450,Tecpintla, ,Telpintla,1, ,Sujeto,455,Depends on,450,0, ,,Acuña 1986;GeoNames_MX, ,-100.05028,19.06548,https://en.wikipedia.org/wiki/16th_century
24,452,Tehuacan, ,Tehuacan,1, , ,0, ,452,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-97.39194444,18.46111111,https://en.wikipedia.org/wiki/16th_century
39,454,Temazcalapa,San Francisco Temazcalapan,Temascalapa,1, ,Sujeto,472,Depends on,454,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800, ,-98.90111111,19.82694444,https://en.wikipedia.org/wiki/16th_century
105,455,Temazcaltepec,Temazcaltepeque,Temascaltepec De Gonzalez,1, ,Cabecera,0, ,455,0, ,,Acuña 1986;INEGI: MEX_topoloc, ,-100.0452551,19.04545634,https://en.wikipedia.org/wiki/16th_century
89,456,Tempoal, ,Tempoal,1, , ,0, ,456,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.39222222,21.52,https://en.wikipedia.org/wiki/16th_century
308,457,San Simón Tenango, , ,2,Dissapeared. Located 1 league to the north from the cabecera.,Estancia,559,Depends on,457,0, ,01/01/1590 00:00:00,Acuña 1986;Gerhard 1972;Vazquez 1965: 30, ,-99.641907,18.583981,https://en.wikipedia.org/wiki/16th_century
248,458,Tenantongo, ,Tenantongo,1, ,Sujeto,455,Depends on,458,0, ,,Acuña 1986;GeoNames_MX, ,-100.05722,19.15861,https://en.wikipedia.org/wiki/16th_century
242,459,Tenayacaque, ,San Pedro Tenayac,1, ,Sujeto,455,Depends on,459,0, ,,Acuña 1986;GeoNames_MX, ,-100.176944,19.046667,https://en.wikipedia.org/wiki/16th_century
88,463,Tepeapulco, ,Tepeapulco,1, , ,0, ,463,0, ,,Acuña 1986;Google Maps;INEGI: MEX_topoloc,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.55250082,19.78528155,https://en.wikipedia.org/wiki/16th_century
61,465,Tepecuacuilco, ,Tepecoacuilco De Trujano,1, , ,0, ,465,0, ,,Acuña 1986;INEGI: MEX_topoloc,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.46492016,18.28674641,https://en.wikipedia.org/wiki/16th_century
75,467,Tepemaxalco, ,Tepemajalco,1, , ,0, ,467,0, ,,Acuña 1986;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.56954625,19.16137528,https://en.wikipedia.org/wiki/16th_century
47,470,Tepetlaoztoc, ,Tepetlaoxtoc,1, , ,0, ,470,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.82027778,19.57305556,https://en.wikipedia.org/wiki/16th_century
23,471,Tepexi, ,Tepeji Del Rio,1, , ,0, ,471,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.34138889,19.90388889,https://en.wikipedia.org/wiki/16th_century
44,472,Tepexpan,Tepexpa,Tepexpan,1, ,Cabecera,0, ,472,0, ,,Acuña 1986;INEGI: MEX_topoloc, ,-98.93633485,19.61576803,https://en.wikipedia.org/wiki/16th_century
120,475,Tepozotlan, ,Tepotzotlan,1, , ,0, ,475,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.22361111,19.71611111,https://en.wikipedia.org/wiki/16th_century
245,477,Tequachtepeque, ,Tehuastepec,1, ,Sujeto,455,Depends on,477,0, ,,Acuña 1986;GeoNames_MX, ,-100.06822,19.09049,https://en.wikipedia.org/wiki/16th_century
80,478,Tequixquiac, ,Tequixquiac,1, ,Cabecera,0, ,478,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800, ,-99.14472222,19.90944444,https://en.wikipedia.org/wiki/16th_century
115,479,Tequizistlan, ,Tequisistlan,1, ,Cabecera,0, ,479,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800, ,-98.93972222,19.59166667,https://en.wikipedia.org/wiki/16th_century
116,480,Teticpac, ,Tetipac,1, ,Cabecera,446,Depends on,480,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800, ,-99.64833333,18.64861111,https://en.wikipedia.org/wiki/16th_century
142,482,Teuliztaca,Hueyiztaca;Teutliztaca,Huixtac,1, ,Cabecera,0, ,482,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800, ,-99.65944444,18.46277778,https://en.wikipedia.org/wiki/16th_century
68,483,Teutenango,Tenango,Tenango,1, , ,0, ,483,0, ,,Acuña 1986;Google Maps;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.59170416,19.1028426,https://en.wikipedia.org/wiki/16th_century
180,485,Texaltitlan,Cantarranas,Cantarranas,1, ,Barrio,447,Depends on,485,0,Real,,Acuña 1986;GeoNames_MX, ,-99.6,18.56667,https://en.wikipedia.org/wiki/16th_century
334,486,Texapan, ,Tejapan Limones,2, ,Sujeto,488,Depends on,486,0, ,30/12/1899 00:00:00,Acuña 1986;Pimentel 1897;unikloc10gw, ,-100.30287,18.828925,https://en.wikipedia.org/wiki/16th_century
96,487,Texcaltitlan, ,Texcaltitlan,1, ,Cabecera,0, ,487,0, ,,Acuña 1986;INEGI: MEX_topoloc, ,-99.93594338,18.92964338,https://en.wikipedia.org/wiki/16th_century
56,488,Texupilco, ,Tejupilco,1, ,Cabecera,0, ,488,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800, ,-100.1527778,18.90583333,https://en.wikipedia.org/wiki/16th_century
19,489,Tezcapan, ,Atezcapan,1, ,Sujeto,455,Depends on,489,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800, ,-100.185,19.16555556,https://en.wikipedia.org/wiki/16th_century
339,490,Tezcatepec, , ,2,Dissapeared, ,0, ,490,0, ,30/12/1899 00:00:00,Acuña 1986;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.112998,20.010744,https://en.wikipedia.org/wiki/16th_century
174,491,Tezcoco,Tetzcoco;Texcoco,Texcoco,1, , ,0, ,491,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.88194444,19.50555556,https://en.wikipedia.org/wiki/16th_century
146,494,Tinbineo, ,Timbineo,1, ,Sujeto,523,Depends on,494,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800, ,-100.4522222,19.40972222,https://en.wikipedia.org/wiki/16th_century
91,495,Tiquicheo, ,Tiquicheo,1, ,Sujeto,523,Depends on,495,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800, ,-100.7372222,18.9,https://en.wikipedia.org/wiki/16th_century
86,497,Tizayuca, ,Tizayuca,1, , ,0, ,497,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.97916667,19.84166667,https://en.wikipedia.org/wiki/16th_century
134,498,Tlachahualco Santa Ana,Tlachyahualco;Santa Ana Tlachyahualco;Santa Ana Tlachahualco,Santa Ana Tlachihualpa,1, ,Sujeto,472,Depends on,498,0, ,,Acuña 1986;Google Maps;Google Earth;unikloc10gw, ,-98.91049,19.764758,https://en.wikipedia.org/wiki/16th_century
15,499,Tlachinolticpac,Tlanchinolticpac,Tlanchinol,1, , ,0, ,499,0, ,,Acuña 1986;GoogleMaps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.66072691,20.98862585,https://en.wikipedia.org/wiki/16th_century
73,505,Tlamagazapan, ,Tlamacazapa,1, ,Cabecera,446,Depends on,505,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800, ,-99.5,18.49527778,https://en.wikipedia.org/wiki/16th_century
328,506,Tlamimilolpan Santa María,Santa María Tlamimilolpa,Santa María I y II,2,According to the text is 1 league far from the cabecera,Barrio,74,Depends on,506,0, ,,Acuña 1986;Allocated by research, ,-99.0963,19.82343,https://en.wikipedia.org/wiki/16th_century
97,507,Tlanalapa,Tlallanapan,Tlanalapa,1, , ,0, ,507,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.60416667,19.81805556,https://en.wikipedia.org/wiki/16th_century
113,508,Tlapanaloya, ,Tlapanaloya,1, , ,0, ,508,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.09722222,19.93472222,https://en.wikipedia.org/wiki/16th_century
335,509,Tlapizaltepeque,Tlapitzaltepeque, ,2,Dissapeared,Sujeto,488,Depends on,509,0, ,30/12/1899 00:00:00,Acuña 1986;Pimentel 1897, ,-100.335523,18.959045,https://en.wikipedia.org/wiki/16th_century
9,510,Tlaquilpan,Tlaquilpa,Tlaquilpa,1, , ,0, ,510,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.75138889,19.94305556,https://en.wikipedia.org/wiki/16th_century
58,512,Tlaxcala, ,Tlaxcala,1, , ,0, ,512,0, ,,Acuña 1986;Google Maps;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.23772243,19.31748594,https://en.wikipedia.org/wiki/16th_century
257,513,Tlaxincan San Juan,Tlaxico;Tlaxichco;San Juan Tlaxico;San Juan Tlaxincan,Hacienda Tlajinga,1, ,Sujeto,9,Depends on,513,0, ,,Acuña 1986;Gibson 1964, ,-98.85624,19.65979,https://en.wikipedia.org/wiki/16th_century
20,514,Tolquauhyucan,Tolquauhyuca,Tolcayuca,1, , ,0, ,514,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.92138889,19.95638889,https://en.wikipedia.org/wiki/16th_century
43,515,Tonatiuhco, ,Tonatico,1, , ,0, ,515,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.66972222,18.80111111,https://en.wikipedia.org/wiki/16th_century
128,517,Totoltzingo,S Miguel Totolcingo;San Miguel Totolcingo,Totolcingo,1, ,Sujeto,479,Depends on,,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800, ,-98.96194444,19.61916667,https://en.wikipedia.org/wiki/16th_century
199,520,Río de Tula, , ,1, ,River,0, ,520,0, ,,Acuña 1986;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=960,-99.40019706,20.05139804,https://en.wikipedia.org/wiki/16th_century
175,521,Tulantzingo, ,Tulancingo,1, , ,0, ,521,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.36861111,20.08138889,https://en.wikipedia.org/wiki/16th_century
25,522,Tultitlan, ,Tultitlan,1, , ,0, ,522,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.16944444,19.645,https://en.wikipedia.org/wiki/16th_century
16,523,Tuzantla,Cusaro,Tuzantla,1, ,Cabecera,0, ,523,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800, ,-100.5747222,19.20583333,https://en.wikipedia.org/wiki/16th_century
28,524,Tuzantlalpa, ,Tezontlalpa de Zapata,1, , ,0, ,524,0, ,,Acuña 1986;Google Maps;Google Earth;unikloc10gw,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.994801,20.021095,https://en.wikipedia.org/wiki/16th_century
64,525,Tzaqualtipan, ,Zacualtipan,1, ,Sujeto,175,Depends on,525,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800, ,-98.65583333,20.64583333,https://en.wikipedia.org/wiki/16th_century
46,526,Tzicapuzalco, ,Ixcapuzalco,1, , ,0, ,526,0, ,,Acuña 1986;Google Maps;INEGI: MEX_topoloc,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.88730961,18.51254739,https://en.wikipedia.org/wiki/16th_century
100,528,Tzirapitzio, ,Tzitzio,1, ,Sujeto,523,Depends on,528,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800, ,-100.9227778,19.585,https://en.wikipedia.org/wiki/16th_century
27,530,Tzitzicastla,Tzizicaztla,Chichicaxtla,1, , ,0, ,530,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.06527778,20.78805556,https://en.wikipedia.org/wiki/16th_century
237,531,Tzoncoztepeque,Oncoztepeque,San Andrés Ocotopec,1, ,Sujeto,455,Depends on,531,0, ,,Acuña 1986;GeoNames_MX, ,-100.04667,18.90361,https://en.wikipedia.org/wiki/16th_century
54,532,Tzumpahuacan, ,Zumpahuacán,1, , ,0, ,532,0, ,,Acuña 1986;Atlas 2010,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.585556,18.840833,https://en.wikipedia.org/wiki/16th_century
93,533,Atlixco,Villa del Carrión;Valle de Atlixco,Atlixco,1, , ,0, ,533,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.47333333,18.97722222,https://en.wikipedia.org/wiki/16th_century
205,534,Valle de Cacaloztoc,Cacaloztoc, ,1, ,Valley,180,Contains,534,0, ,,Acuña 1986;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=1197,-98.62811525,19.833317,https://en.wikipedia.org/wiki/16th_century
176,535,Valle de Ixtlahuacan,Ixtlahuacan, ,2, ,Valley,488,Contains,535,0, ,,Acuña 1986;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=1197,-100.1317743,18.86868446,https://en.wikipedia.org/wiki/16th_century
204,536,Valle de Izquitepeque,Izquitepeque, ,1, ,Valley,455,Contains,536,0, ,,Acuña 1986;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=1197,-100.0417139,19.04489478,https://en.wikipedia.org/wiki/16th_century
202,537,Valle de Matlatzingo,Valle de Matalcingo;Matlatzingo;Matalcingo, ,1, ,Valley,483,Contains,537,0, ,,Acuña 1986;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=1197,-99.57096657,19.11783997,https://en.wikipedia.org/wiki/16th_century
203,538,Valle de Tetzontepeque,Tetzontepeque, ,1, ,Valley,487,Contains,538,0, ,,Acuña 1986;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=1197,-99.93281059,18.92508633,https://en.wikipedia.org/wiki/16th_century
10,544,Xilotzingo, ,Jilotzingo,1, ,Cabecera,0, ,544,0, ,,Acuña 1986;INEGI: MEX_topoloc, ,-99.0568074,19.87092683,https://en.wikipedia.org/wiki/16th_century
319,545,Xiuhtepeque, ,Yuytepec,2, ,Sujeto,487,Depends on,545,0, ,,Acuña 1986;GeoNames_MX, ,-99.9632,18.91315,https://en.wikipedia.org/wiki/16th_century
238,547,Xumiltepeque, ,Jumiltepec,1, ,Sujeto,455,Depends on,547,0, ,,Acuña 1986;Unikloc10gw, ,-100.185278,18.928889,https://en.wikipedia.org/wiki/16th_century
244,549,Zacacontepeque, ,Zacazonapan,1, ,Sujeto,455,Depends on,549,0, ,,Acuña 1986;Arroyo 1999, ,-100.253758,19.073467,https://en.wikipedia.org/wiki/16th_century
179,551,Zapotlan, ,Zapotlán de Juárez,1, , ,0, ,551,0, ,,Acuña 1986;Atlas 2010,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.861667,19.973889,https://en.wikipedia.org/wiki/16th_century
30,554,Zinzonza, ,Tzintzuntzan,1, , ,0, ,554,0, ,,Acuña 1986;Carrillo Cazares 1996,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-101.573402,19.62326,https://en.wikipedia.org/wiki/16th_century
104,555,Zumpango, ,Zumpango,1, , ,0, ,555,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.09916667,19.79694444,https://en.wikipedia.org/wiki/16th_century
1,556,Tecalpulco,Los Reyes,Tecalpulco,1, ,Estancia,446,Depends on,556,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800, ,-99.6025,18.48833333,https://en.wikipedia.org/wiki/16th_century
261,558,Santa María Coatlan, ,Ejido de Santa María Coatlán,1, ,Sujeto,327,Depends on,558,0, ,,Acuña 1986;Gibson 1964, ,-98.828228,19.677285,https://en.wikipedia.org/wiki/16th_century
123,559,Tenango, ,Cacalotenango,1, ,Cabecera,446,Depends on,559,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800, ,-99.64361111,18.54555556,https://en.wikipedia.org/wiki/16th_century
299,560,San Martín Teteltitlan, , ,2,Dissapeared. Located half league to the south of the cabecera.,Estancia,559,Depends on,560,0, ,01/01/1590 00:00:00,Acuña 1986;Gerhard 1972, ,-99.63389,18.53097,https://en.wikipedia.org/wiki/16th_century
332,561,Quauhtocayan, , ,2,It'ss where Santiago Quauhtocayan is supposed to be located (location aprox.),Hill,559, ,561,0, ,,Acuña 1986;Vazquez 1965: 29,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=710,-99.64325,18.63291,https://en.wikipedia.org/wiki/16th_century
252,562,Chila, ,Chila,1, ,Sujeto,455,Depends on,562,0, ,,Acuña 1986;GeoNames_MX, ,-100.19337,19.26758,https://en.wikipedia.org/wiki/16th_century
327,564,San Jerónimo Chiapa,San Jerónimo Chiapan, ,2,Dissapeared,Sujeto,472,Depends on,564,0, ,,Acuña 1986;Sanders and Evans 2001, ,-98.891,19.79344,https://en.wikipedia.org/wiki/16th_century
282,565,Santa María Chiapa,Santa María Chiapan,El Chopo,1, ,Sujeto,9,Depends on,565,0, ,,Acuña 1986;Gibson 1964, ,-98.909815,19.841392,https://en.wikipedia.org/wiki/16th_century
152,566,Mallila, ,Malila,1, , ,0, ,566,0, ,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.71444444,20.73472222,https://en.wikipedia.org/wiki/16th_century
